ms α1 α2 log_fpbh
20.25237545758467 0.944663435376723 2.362175250415873 -2.9529512716539936
20.563117740338598 1.1949058061781324 3.1948677654181594 -2.7259677833892595
10.429010181767596 2.493336769966868 1.6632511798510041 -2.7205200868006267
28.541786258455435 0.6498658076824595 3.942922972988957 -3.0559014198724004
8.753597081324584 1.9414943437615122 1.74507726341015 -2.820389082843169
7.667297829019222 4.984447140130426 1.6502613961790706 -2.7930173108646628
24.557513305957272 0.7134313354265509 2.8998419049062862 -2.993184555489014
7.806800830690359 4.1615961475319825 2.453963328910938 -2.4557906429146104
10.416014709013108 2.92416837470694 2.649160002038381 -2.507287696681415
26.485777495481297 0.8285235513894945 4.721370333509616 -2.879974033805805
6.361538797228563 4.77600875784323 1.6900046226463061 -2.7272510682261215
27.74883140390612 0.9512137932628939 4.4013291487549315 -2.8550050650824135
8.315670609482675 4.799669810800293 2.4134888917982487 -2.674942598205055
8.04011351813006 2.280027825171056 2.2025021604911688 -2.6829569364636274
8.459741191649364 3.86208421447348 1.590824998521885 -2.6360037216630845
10.547887718681329 2.5534978621467963 2.097784436660144 -2.8044184976835886
9.936817196364071 2.2039885052279575 1.8917151543342476 -2.538046926377667
9.676147249879353 0.5931751175173284 1.7781724709311857 -3.248018855933408
7.626857122920782 2.5549037640593846 1.6708827416825474 -2.752376548846466
10.178937934935435 4.282193793800335 1.9046976039123196 -2.728852578210732
10.43759222544709 0.7417978809050751 2.35377856098239 -2.865085451564921
27.298808561345254 0.6462663544209708 3.8954537220097225 -3.0811452531792543
7.070061377555465 3.7615524987805604 1.6936037026098125 -2.501637312433912
6.059147660012295 4.513669231337324 2.072656691232912 -2.4979985061550813
15.412905829732702 0.6776933388230741 2.8392131101329356 -2.9675639319403215
10.940270504816569 0.6025810466909967 2.285563493760238 -3.3072766737322494
8.208111859479576 2.6066904580934827 1.6782152767788903 -2.7617901180312825
14.715871848639322 0.8722110996358698 2.429313083287523 -2.7144168385450564
16.156615246428068 0.852176172779955 2.3030660645101007 -2.934199611319154
20.399625542752904 0.784440664064759 3.2867415441564645 -2.948535433719689
12.223392996488393 2.338947598081193 2.355735088998145 -2.6131340397741667
28.008683526483093 0.8859437344760419 4.319347800486391 -2.9722698503958114
10.091700950889315 3.7398997832538763 2.4148039152325795 -2.722980896539994
30.154223415584738 0.782742775473827 4.140892342149822 -3.0755996060826
