α M log_fpbh
1.977976228014666 5.661190186298351 -2.448697292153792
1.7644433453340418 5.058768676021917 -2.694167639441485
1.8925633210809512 5.531177330673006 -2.473443734430119
1.6821711905322243 6.088838353891843 -2.7833994308838026
2.06443844102911 5.5758206454240975 -2.5157056650006764
1.6758426341438954 6.619327675694773 -2.7597907445237344
1.697471186841075 4.997847267887542 -2.649606840542118
1.761083814480167 4.948060529762943 -2.540538210746794
1.6665376999969372 5.501821252200277 -2.7142268552210442
1.872160561612073 6.3370772661350925 -2.5125730808336133
1.770840217657327 4.976351150865628 -2.541083953787484
1.673070014286484 6.536687814897902 -2.5973063300865507
1.7436338836930316 6.478722873794839 -2.7722265940948008
1.6922155836235122 6.534276464750314 -2.7555304005673245
2.1037376424542478 6.0892248039041235 -2.6313022373257033
2.060529859482525 6.483621764717451 -2.5145014767760543
1.7430404589727397 5.899524504057498 -2.7386178383014044
1.5968155727112354 5.548634799599192 -2.6690579694418926
1.7270268863809468 5.89637122302632 -2.7350415163552606
2.002491388580735 6.115908464758302 -2.515873741471319
1.823701725448228 5.179080953166256 -2.546452404469714
2.0701169713908656 6.167231051121428 -2.6642194533832155
2.1115694508780116 6.143258627762794 -2.6207487716330204
1.8045370332057171 6.13034170105225 -2.748365411288706
1.619872074154861 6.641652565341655 -2.6776661815563623
1.7520045481910658 6.82163015032884 -2.7350418210422394
2.113359799292074 6.120438213426539 -2.569199820989769
1.7596059566430013 5.203047525587877 -2.5557557969515177
1.6041678434677724 5.881059110551103 -2.660564275279798
1.6412589684133785 5.410027968545665 -2.6073466716293177
1.7859197355663627 5.172245394657303 -2.610159256670836
1.8049725391666764 6.739925509607565 -2.765781322505705
2.0655625463416514 5.984624994674281 -2.6175575656705474
1.7986376984879202 5.415659024580564 -2.6619671485732797
1.729858262697014 6.529537426085225 -2.5901620722317107
1.8889459339054664 6.335382489267646 -2.7505593177495715
1.6178587699283054 5.717770174625706 -2.6739358400506985
1.706421016504014 5.793888165493861 -2.712284592462767
1.954418708024224 6.599722259239684 -2.73841906985941
1.927463399536906 6.378013374022121 -2.5227507725916487
1.6492773816920065 6.1541093867265175 -2.608375081018488
1.863643591030231 5.3299263767351714 -2.5480704287537677
1.9734828078747744 6.407988197588523 -2.523329062976107
2.0905329625099585 6.14494344447002 -2.617797638584923
1.6854883500342779 5.279624579399822 -2.5809524659584584
