α Mf log_fpbh
1.3215587194240277 16.386376628120363 -2.7290644117175265
0.7048937890739282 5.495719214947788 -2.739937612723258
1.191836525960765 15.04361244915383 -2.755449690563804
1.3649611301299778 15.657361212934202 -2.7439832042521424
0.9093062087228071 10.303636273546486 -2.991275567262552
1.281608780887511 13.6093186393278 -2.7475095105156164
1.1952610749378612 15.47211154359211 -2.7821519919294335
1.2826468643763684 16.281438986539502 -2.9382036512011807
1.3558611408012604 14.97038730300565 -2.7863219992998407
0.7702832730343974 5.785006550725417 -2.686867118667914
1.2287869270029124 16.755930295055798 -2.8927191410626563
1.270152296189975 13.435229866743457 -2.78863065985962
0.6214592194948131 3.5458479792771262 -2.7458885287959
1.0757728091577539 12.863149633595379 -2.974555570246772
1.239824854402541 15.963521147228674 -2.9368381451535956
1.0180978447024396 13.326907035592393 -2.9202831435062646
0.8366145851568564 6.366695207819644 -2.754428471463755
1.3482469179854482 17.42982994062719 -2.8650383418385394
1.3987719666825316 16.527514837533886 -2.8085267852743447
1.2145825286311842 16.34639960112259 -2.8848184279953144
1.1751910671372758 12.716245470714021 -2.8936799139346503
0.919061975614335 8.02022493187005 -2.7026473132380504
1.3340705093386909 17.263264913871268 -2.868650758177324
0.7201661670282988 5.041681011105533 -2.711023574737192
0.7525475073629889 7.001954225938619 -2.904379215275822
1.2948463011371578 16.995377644033802 -2.872231565585413
0.8245746786963514 6.238847924371506 -2.7406324216435647
0.9906478632658731 11.343795731139513 -2.968993031453871
1.3061689327316284 14.869032281234825 -2.756737876373503
1.2773912393859654 13.834301825363047 -2.782770324463198
0.9645382099635424 11.600038225436428 -2.8133466676604613
1.3184070517963704 16.98165643408686 -2.8324676686568173
0.731159200423662 4.921763868399968 -2.7902404917941253
1.1263898606627933 14.595132981645639 -2.9410983452971298
1.3644566506687528 15.881706072015527 -2.8279088108857424
0.8285169353469052 6.6766810827848 -2.8496122587060246
1.1292220357063294 12.295786201611143 -2.9098832549869575
1.219211288700478 15.714188868935027 -2.921816209889216
0.8686031375842276 7.821930721232543 -2.710649979836706
0.9732803070822984 11.621360842598461 -2.959185529311939
1.0613717440317914 13.481574277574847 -2.8219117521599717
1.3204838313354905 16.50342057764537 -2.884448680661574
0.9288326041982184 8.238332702986156 -2.840460326075318
0.9304182713664868 10.071330136068124 -2.9585119762681784
1.0733956352385452 10.614183199846869 -2.726833989135395
1.2497155909360869 15.206716049904509 -2.7690118738929437
0.8005648818017175 7.2373500891292775 -2.7533931203019257
1.1678678449531414 12.149601758852944 -2.7451500980428873
0.8690227348305539 9.578141666868337 -2.8279942181265074
1.3530949906397325 15.923222279392302 -2.83230491334655
1.3274522291496262 16.172979594072903 -2.7957640167773743
1.1065815192438944 13.642431381311596 -2.9477107545036914
0.8198867424469001 7.513147387852214 -2.7463071542535573
0.749992118194779 6.508905696287057 -2.793679473222931
1.2190812404838254 12.954602450147458 -2.7999726653054937
1.232743283172766 15.7838291523108 -2.9104839035418886
1.2488549925021575 15.708016749819622 -2.7971951838053526
0.8697313230012231 7.940888947700983 -2.9076004231215165
1.1565783966388603 15.189378068500373 -2.8548506999292194
