mc σc log_fpbh
17.253015700705404 0.7689050568040643 -2.912231819436598
16.708737615083386 0.692558889403933 -2.8860079077233864
14.884618051469115 0.8572558092154597 -2.8393003766104288
22.091300880942903 0.6226150477108149 -2.8441812483190745
18.979749224828478 0.6178377803379862 -2.640715984230125
22.174111320372035 0.6549140726237138 -2.833191198373844
21.5018199590933 0.7127257923709941 -2.8657763601282706
21.139606038639485 0.6618256448144282 -2.7220275296060104
13.535332501095773 0.9432301648248935 -2.698219604328649
18.6755781402168 0.8325433212712201 -2.852023008370124
19.261361260356264 0.6723756074001808 -2.8919778348497087
16.88867766659733 0.769800902417431 -2.8675825288511083
14.752230997649734 0.7576218581815009 -2.5967086907455945
13.678262109742283 0.8301421981970201 -2.7538058243749957
19.596129663997303 0.7917344233320127 -2.740703707682938
17.470876143824306 0.7537909077636429 -2.642892462697825
21.575635377463847 0.6598191445529443 -2.8331053192873172
14.071439961590917 0.8592974309866239 -2.769191125531148
14.547763783840045 0.6772563510662098 -2.695497792068669
19.821399474047546 0.7495802983731167 -2.8692133716884696
21.327236524994106 0.6456081414029736 -2.8376995680622445
20.768882182244198 0.7499783896158749 -2.8013322428497363
18.37146785450788 0.6527320043217116 -2.642993361331838
19.195375195831854 0.6952979785800136 -2.879889611433792
17.115539972977714 0.8730911233800049 -2.8079836991060665
15.458872845965283 0.871201695124289 -2.6723078219446075
15.18714733307107 0.6523409607029629 -2.7167156756526882
18.25927737821217 0.7768171152703647 -2.682460214604757
20.631521802357355 0.6280747403915109 -2.721130140857063
19.23277132118273 0.5772859333393409 -2.813595365331553
13.585449274901409 0.8988735821985002 -2.6953332934995116
20.067037662570634 0.7630710232637398 -2.845339437084288
13.68626376220931 0.821345512006838 -2.6302144632584765
21.32546319469647 0.6875104771743297 -2.7966782258969323
13.596217400008136 0.8231064693772178 -2.7253055834978106
15.581939041981515 0.6295034631485288 -2.6919915950951236
14.635763533740926 0.7968406958102079 -2.619282934697684
15.839798318955825 0.6317109736996472 -2.738560708800573
16.66409576012289 0.6138572463418815 -2.640299687533341
18.575904190206295 0.7011607746871479 -2.6612955611829556
18.895057801032955 0.7018971074917353 -2.6711999505375412
17.905557140284717 0.6487858143464919 -2.637844972884796
16.26692739471053 0.7749982914711536 -2.8352699685665876
18.005584661827797 0.8283664202534118 -2.830019538586795
18.600671881536897 0.7915443567598629 -2.7117496527153495
13.504363236592427 0.8163711493446071 -2.703382484271587
17.80407093870376 0.7948268112054742 -2.8495364132337815
17.162882362989215 0.6168468492009235 -2.7982484610955463
19.99261672003162 0.7245218698670507 -2.858823306083963
17.52321275904582 0.8328384795266099 -2.7097154264714787
14.515029662213665 0.8399097310632336 -2.7710575091134837
14.12199224546732 0.819731554458084 -2.751544426152234
19.945754582508414 0.7388978390700869 -2.8520097088219876
21.084805650001456 0.6637380628367705 -2.7680649219510522
17.13866588448071 0.6035431753557909 -2.6541325655788626
19.802813738811437 0.5731111882902716 -2.7482291922117743
13.999730517321263 0.8653834564936915 -2.665584380743902
20.181280746532224 0.7630721864580606 -2.803968669524708
17.823619713481236 0.7325270132794476 -2.860432092040119
16.642904382681316 0.6303497643448653 -2.6347488142560036
20.135936991244137 0.7593040110216965 -2.78083102983548
19.82771370870089 0.583995918089783 -2.7257458011291935
19.79265836174136 0.7788176665895573 -2.8058384682552178
14.526454065778463 0.8920598980218865 -2.7116878142963845
15.789611929036033 0.6771915012923562 -2.782487408478029
17.952506377552922 0.7073715610651777 -2.8602936327148556
20.032804245826533 0.6024856685167252 -2.7171216671004634
14.562064540375655 0.7800013247234827 -2.764805958832684
20.573543795110563 0.5964644835124263 -2.7930435221826766
15.687878498793381 0.8113732493765582 -2.8088086322302797
15.138122455301927 0.6874381392722834 -2.7426287472398805
18.080299698638314 0.8373957384013059 -2.7840643379910723
17.849876144380886 0.6947162257752505 -2.8542087862567236
18.464228629444904 0.585081155389102 -2.7849363034285344
16.347768894033628 0.8402154620091302 -2.805267044632283
19.032117705860976 0.5847619043613376 -2.704497761550142
16.019025257949444 0.6458879001513946 -2.755995864551939
20.371330017203995 0.5980169428964343 -2.796519527456555
18.74868012215853 0.794601277529238 -2.7387177140985335
15.005811434612864 0.7173669554418057 -2.7565491536891065
14.98976547784268 0.8470012119845322 -2.6680003482453962
17.54159459036622 0.788882719097336 -2.684846060147448
18.580738880832193 0.5850140892330531 -2.78466254881538
20.89411898034632 0.6359252913528324 -2.781013891953918
14.943767225690117 0.6782957587984048 -2.6867401662800745
17.304029804857876 0.8424381275116595 -2.795822881943767
18.612670860735818 0.7401335399302955 -2.8523471017045647
20.548501368315996 0.7048506234794808 -2.7725086536571704
14.037016383766636 0.7558698249571953 -2.6682014367702216
18.95972741716718 0.7218874777699048 -2.6948135140941316
13.944316294422567 0.7742059092478935 -2.6623858072836217
19.15143112985185 0.5936966183991278 -2.70319909202104
17.620590527090652 0.7591911772861202 -2.6716281854535318
16.69241549061761 0.8519439825193612 -2.7249333668756606
16.89744804624825 0.8173096845630174 -2.8163479752648874
14.254037756025227 0.8480931576200231 -2.6757736596936286
18.054772227841283 0.5814443718734883 -2.7255893888713474
19.359953325824428 0.7731203860176763 -2.760280619884428
19.71222619035942 0.5863911650288064 -2.7799454402994437
17.610401883046375 0.821367480244608 -2.7231639704679287
14.112898024592615 0.7516039195592703 -2.674624209875965
19.513248464777714 0.6849838503823514 -2.702825169423175
14.33421582835234 0.8596782173017075 -2.697790180937546
18.12464551318657 0.8168610721243633 -2.746798586233112
18.115500601484793 0.5942354417579736 -2.7808059861098826
18.908570153838873 0.6115507902097757 -2.8220140081169314
19.84863684596663 0.6148168917303078 -2.824250852795415
20.418305912601255 0.6269753455301189 -2.7459158715891308
20.560716592056796 0.661420753757147 -2.7542142031140138
14.714076182484284 0.7778916476098557 -2.7572971339241406
18.795588942638645 0.6214275429267871 -2.678293239060705
18.532731677606947 0.7706805247947455 -2.8363921300067565
18.134597973823784 0.7331708683592454 -2.8488234999758983
16.759842190725912 0.7233664257716542 -2.639323469684287
15.438361320689141 0.8697737901270878 -2.7316054515565344
15.283376680262004 0.6824455907460337 -2.7328220349576764
15.30666112049076 0.6722514766698799 -2.7176858738493683
14.511664975472122 0.7757969101408205 -2.7419031178737976
17.104404911090587 0.7731991254311623 -2.830886819703207
14.830943358874194 0.7909189006442577 -2.6420075240850704
14.3767635030651 0.8377903254639681 -2.673160852190372
18.31654202467545 0.591086760896412 -2.7765410673375825
15.461450424089646 0.7995289287696288 -2.788805333801905
18.449312037751625 0.7929930689493564 -2.73490294839495
14.38485501471515 0.8512573834668395 -2.715518174989093
18.426601272980335 0.6026137257222769 -2.799264192272515
15.270210719063439 0.7647037843922145 -2.6354296605986782
15.43110696041587 0.7814358242167289 -2.787758254510821
15.441898679625197 0.8337304635132334 -2.6760729220919544
16.4060610637709 0.6298643433935857 -2.7422346270383704
18.729385260065243 0.7981361065678885 -2.777914149723765
17.92578523615593 0.8137500507402934 -2.8029837695652997
18.83157651583151 0.7792964079480733 -2.8182688491740246
20.066645776132713 0.727651088426598 -2.813263783271289
15.616664869917605 0.7233682085265382 -2.783088200031785
15.983755180746096 0.8178140959503654 -2.674795292708264
15.4292032656127 0.6771223856166491 -2.6447364452369158
20.491216839448143 0.6321705476790704 -2.8047608621753346
17.833273144143472 0.6080192539196261 -2.6737085384297967
16.864529852258208 0.8470672120113826 -2.7585277389095735
20.520318969589162 0.636116991154347 -2.804271652871481
15.319082646756677 0.777772415214232 -2.6424378564150106
14.843259297304918 0.8359015897743104 -2.7506243011777496
16.51255632400963 0.7821199785426346 -2.6632102543568887
16.5960362163784 0.8106931666551233 -2.806481989149799
17.97225494776408 0.6078108420007783 -2.789701636979875
14.963027892700488 0.8373944909092311 -2.7539484632293476
15.96712649879345 0.6533145501181601 -2.6502756613377954
20.006982571157856 0.647032741024717 -2.725961738657631
16.787253912398064 0.7715228233678831 -2.664086983371707
20.241835677844723 0.6878184339997417 -2.8258400601187494
19.339359881030624 0.7677256243221404 -2.7746056315940466
18.06146741912105 0.748947626966959 -2.687057300004992
16.2736501833847 0.8321290469808339 -2.698994794828516
16.594410362356065 0.8466544623968336 -2.767488759168012
17.610717291727447 0.7458514641048154 -2.836418992838099
17.537444403106843 0.8249062639876885 -2.7437905055872527
16.885268871182333 0.8042652402215131 -2.8105563961617435
14.386312456944815 0.8299879570648588 -2.718374485574686
14.206695600904265 0.7794485750399519 -2.697803901301694
20.51970551742832 0.6437640477306296 -2.7715321969812825
14.203856899300295 0.7972828042310411 -2.7048761964670325
15.885395584429483 0.856170443281101 -2.743871920752158
20.062964050333903 0.6056359659423433 -2.77992815119432
14.949783279189186 0.7165236295830845 -2.6431046604642403
19.510832938240668 0.5919767547747983 -2.7496710676206773
16.723012100825095 0.8251696725234338 -2.7072072236497733
16.090203148912025 0.7294073622472865 -2.8006551844564207
16.254332617247773 0.6313956688216473 -2.7149437259043756
16.305520940967572 0.826071358414281 -2.7898728411058475
14.418829278412874 0.751333958201405 -2.7027006438881154
15.391648197380581 0.7545017305628168 -2.6384716806778297
19.152954948102476 0.5913921788844516 -2.72928442943975
18.4663784006266 0.7983672823482133 -2.788277772739026
14.690556650939849 0.7390683092632745 -2.6472796519031805
20.07466875293879 0.7146394987327923 -2.767543817474519
15.1645422220101 0.7670696411803832 -2.767489276910614
20.198776026168144 0.7062330203248287 -2.8080355272672377
17.31346518791565 0.6220289532633663 -2.778441608742536
19.728221345201696 0.6223897659915659 -2.8169905993163695
18.155184532669963 0.7909171940188859 -2.729535514585478
15.0998456828993 0.7863803666489982 -2.6501018285424864
16.466816919766323 0.8053559047207386 -2.8018895720013606
14.956780515408669 0.7564409237945999 -2.6417305032902454
17.54036740549952 0.5980876994218297 -2.7288586526715974
18.25777920473527 0.6764720791392358 -2.838767878711937
19.75116359527658 0.7372636245762394 -2.8046968798793763
16.407697134992855 0.6267932828470999 -2.7087050402201944
16.604492109600276 0.6235420936994495 -2.727524939018619
16.25240547458047 0.7549228172127367 -2.806169460463668
15.057135913323158 0.8443937885325824 -2.7013064525322648
17.062387440455495 0.7118712840682462 -2.6497300338455654
18.794501993768144 0.7434355361395534 -2.8328202594076783
16.775830491791524 0.8187832955698847 -2.7943184950149824
17.596665590537512 0.6002217321297683 -2.7012472848122373
17.647159003214313 0.7349882386053841 -2.671594123308127
17.759991369249313 0.7273481736587823 -2.6713686460401345
15.61180132959235 0.8113562378303028 -2.7783789747946486
17.522825202220886 0.6699739969530182 -2.822097134790895
16.361018713746738 0.8236067351667402 -2.699615283702991
19.59769213755741 0.7280464181904579 -2.747389350865076
18.626726939280438 0.5959265757464547 -2.7106730491215627
14.437327827247 0.7955441048024108 -2.666886230443463
17.863730798495645 0.6076984256202155 -2.7758493781686138
19.458446922898027 0.7177599377621092 -2.8310169335113633
18.00070139354594 0.663010080761616 -2.8286346795891375
20.110471539614593 0.6247175810861473 -2.800254820296103
20.40542759067958 0.6527692614383953 -2.7743159579999555
18.21298856434823 0.7520988981017042 -2.831179443184082
20.106748877028068 0.6492498416893363 -2.8180156322361256
19.296476967943512 0.7526153320030942 -2.80872472661805
16.42536564604974 0.7839705151361744 -2.6696580614235725
16.12359202440228 0.8430573016114559 -2.7272869857299593
14.827442329980933 0.7871011282581952 -2.6559195962816085
16.112789844308057 0.8451842095963016 -2.7467431012951624
16.75653763066712 0.7014052809806736 -2.810872784740501
20.336044520386377 0.6376711639436049 -2.774246215533162
15.099868480558051 0.7355269385751237 -2.747635434187763
15.753629257061302 0.7592175169457827 -2.7873639481179007
17.14165811222336 0.6338892826515654 -2.780417716342578
18.69130034047348 0.7729378122464083 -2.7440089882714602
16.21377255151406 0.8290527345782958 -2.776625574162488
15.327240576787444 0.844472868034652 -2.7365789826889504
