α Mf log_fpbh
0.8927900388274426 8.668733341689661 -3.146848830008792
1.5005271475379485 18.68218154914613 -2.924754280725188
1.2763228835719107 12.4809666464056 -2.8198934283918726
1.4861924511055182 18.417917545949194 -2.8424732756971505
1.0006380258044343 12.631837224232257 -2.783497628350858
1.1642809768740774 13.453341493483588 -2.7747710650993103
1.1924720622842546 14.67726165018204 -3.018012305086587
1.0169095674524857 14.074657950307282 -2.890290961151619
0.99384552583259 13.754865397062844 -2.936551542030445
1.4141127496206662 15.368337253563023 -2.8006764358083225
1.0557380443216549 9.40447721971909 -2.7944765052929688
0.936796154468472 9.272954093873572 -2.705859277909193
1.4311712172411113 16.39942618883726 -2.803827702290362
0.8588886343629284 6.495459508674205 -2.7292079189557117
1.3108909875315564 13.462795820855662 -2.737563074204832
1.3114536445027154 14.572264489523938 -2.8892795403929603
0.8323907672496605 7.538097089664365 -3.0936827604335693
0.9341561639853142 10.095937512250854 -3.0545378775897625
1.2543174841164502 16.240417578836922 -2.9354029292509933
0.9229473691030153 11.758524393069429 -3.001769229921828
1.0834390284855457 10.247386545772205 -2.7014891751096304
1.3202160820095463 16.775713280807302 -2.8829873804692503
1.0378732145105167 13.891379090899527 -2.8826779516240215
0.7704703973276181 6.370572044018683 -3.131973135022283
0.9664692818659906 12.620337017359251 -2.9344127075844106
0.8520945826016584 6.397944482698854 -2.911457286881118
0.9510921694615951 8.746808832465774 -2.9557386368972245
0.9058941820520798 7.8730324266387814 -2.716277925934423
0.9009888708527374 7.1248560130921845 -2.8599110231101443
1.0397822466416078 9.698615835561924 -2.8564531930591315
1.3234481685624018 15.837978386508956 -2.8821213414318647
1.3312667262849773 15.967539182417886 -2.7721008414488817
1.264627685273867 14.006573453832301 -2.894552069886891
1.0999533862207143 14.665387269128741 -2.8545147762391236
0.8969198213123828 10.813089558999312 -3.0194141970008097
1.292037402745856 16.423982755134634 -2.870244761317206
1.1289493634236187 13.426004305770158 -2.9541325652996
1.0924848841302635 13.139751203233434 -2.7486830237507025
1.172185111801129 13.351694699122675 -2.7820133135642218
1.2226016412551035 15.618454121211819 -2.9155196843550577
1.072281228401374 14.188763447999264 -2.9290769757655584
1.266714305797309 13.014635906560686 -2.789941071223218
1.3554039132715465 15.817464800433951 -2.812036084433031
0.9378901345761279 10.652177324778187 -3.030704191541979
1.2259746851213131 13.098802202295019 -2.7198581461867084
1.2138611935673325 15.577719694701116 -2.868785016446396
1.0410701090151466 12.809385443194817 -2.789196073213935
1.0597329036662668 9.99069292008177 -2.720717032647999
1.1979716441065698 11.458893823062002 -2.7473100209832393
0.9864919654131804 12.39067796566894 -2.9821419891617778
1.0634176530317985 9.974717800810502 -2.8024993494994357
1.0239385432196673 12.318910758606464 -2.989187400739749
0.9991759470146349 12.22862611008317 -2.812649915342538
1.2617926660957235 13.698289127310126 -2.8685220711147705
0.7966537212405795 6.240022115016624 -2.801099400176688
0.9767210555310846 12.335662291382496 -2.8729692368589492
0.9566810715801606 11.869634434354447 -2.871062463649741
0.993227683494017 12.029060216970388 -2.80921969890455
1.1672495661344895 11.231167788807124 -2.740115866920214
0.9958598756044253 11.846414870710113 -2.997555143967654
1.2342551444464487 13.243687150798577 -2.885765094801019
0.9040987225052619 10.58167134628227 -2.8711299713190277
1.069265746154253 10.185202968385148 -2.8175828736510264
1.2456930287487484 14.968239669155032 -2.9156814622380196
0.9367709762694423 7.8713671177890046 -2.741680730855732
1.2144486879536425 13.085619155525354 -2.909695628578332
1.090636949174034 11.647703198234204 -2.921849431956903
0.9093090030512264 8.297785471429618 -2.7325462578170887
1.2680685563109866 13.372961446389564 -2.8154377988984414
1.2327154355288963 12.623006311960841 -2.7375591005686917
1.2009122799171723 14.63391261235937 -2.808234404003442
1.1859239946982487 11.708073987234362 -2.8818608269522143
1.0500709060850766 10.814987852280987 -2.706233713599855
0.9998957266469789 12.575727237177656 -2.9666641124879725
0.8764771432893433 8.423740116159262 -3.035768119590383
1.229569965614039 13.033102039556933 -2.732012901855974
0.7982119147505542 8.167207248356101 -3.0840605640342833
0.9744180603168373 11.8677183776528 -2.986639008794051
0.876066982360212 10.292037625054027 -2.9914468246711143
0.821157165937509 7.23314067626713 -3.0608613071427473
1.0979101953299786 11.725815914708036 -2.909119232976339
1.1853287408972975 13.899444464817917 -2.7961369176013333
1.0298626843875927 11.990654033082443 -2.975758046973774
0.9270422850218603 9.298560891862547 -2.7532842605336176
1.066711278527065 11.694492475049195 -2.9424385607421257
1.0212301703014075 12.577571144963954 -2.8174211407072876
0.965027000541997 11.878981889795025 -2.867956460598933
1.242186746520072 12.84217155255566 -2.8102029023283306
1.2670486354589348 13.484104838886072 -2.767072570055802
0.8120600937748279 7.493962521144493 -3.0798613096161613
1.1685451190909104 11.514274859567404 -2.7487378329873735
0.9888029694652545 8.755047291655696 -2.7620596936587
0.6762745287294036 5.231360293790351 -3.2324142310194097
1.087767187094645 13.876080072018022 -2.8274607216956245
0.9553363942430937 11.850836216293391 -2.954962865756965
0.8410382980423771 9.459023059186613 -2.984093816481079
1.1685180936941681 11.34173916691044 -2.9060965055300003
0.8837837809787766 7.087903885219109 -2.764589105638989
0.9064658011987043 10.299322405574998 -2.8513396785958065
0.8156501799848099 6.108126805550601 -2.958157109068781
0.9619483376635942 8.737786279210614 -2.724743191268263
0.7755323931356143 7.885286359038304 -3.039085265798035
1.2771967153654318 15.282366436228385 -2.866165970247941
