ms α1 α2 log_fpbh
7.659183472232549 3.8754009652100136 2.3211991495345004 -2.4130195607296057
9.804815939497445 7.261586192681762 2.2456695112320184 -2.719473836598857
12.994917142531268 2.217353966589562 2.389019926564713 -2.6557671650968944
8.885533889442275 4.887243906463276 2.460922550661001 -2.6773903474002516
5.980149003057809 4.462020451427299 1.7113752681302945 -2.458751632662505
11.030828415354847 2.941829166909322 2.0745063689261967 -2.7663693755372725
12.238280166736386 1.9713602487853599 2.046722745485339 -2.756877143026675
12.1479197258986 1.846238698367932 2.028276811144938 -2.771386429232858
8.5030287099982 9.670184615898838 2.0065853397309033 -2.7828413832419803
10.128057886682871 4.916796032073481 1.9851695519594112 -2.6148078091167353
7.53378573069169 3.8197312163803865 1.9214088242405183 -2.755990345813763
6.029003357287449 3.2248517037948843 1.596412010545578 -2.600949557594368
18.249683971952585 0.8212041355180577 2.8855291164163903 -2.811227054729855
18.183350603119884 0.7517301377040686 2.9854912805100255 -2.9573412956980683
7.258326472572682 8.075392850004706 1.8754879155405961 -2.450143661361969
7.002163369934896 6.188681312437669 2.0747151911821136 -2.69382874320843
5.936564930598482 3.311657868255593 1.841054561691516 -2.574858477586172
8.258800200637097 5.580737416485225 1.6883120171504302 -2.562159885403455
11.673664748553161 1.3804148515476744 2.5249955541131692 -2.5868584224462934
8.55948873461077 5.560659177799399 1.7787215963829586 -2.768573023239502
18.144946323482138 0.867423186918721 2.774539419774502 -2.8634284585080176
8.03550503789662 4.932247627211799 2.3939486325418518 -2.593926786217722
6.68250645319546 1.752221166829332 1.8615195167972534 -2.5482525434513184
11.396390030088071 1.7381636804842981 2.424875698057654 -2.705192164548568
7.941230448638157 4.099279976246175 1.7598775838628318 -2.5050286662055785
8.458746510010712 1.7928274057823146 2.28964655978987 -2.529181165247329
7.697423514283789 3.0059930481383352 1.7490221925436902 -2.498885447875767
16.114695048389667 0.8902793818842081 2.6616965259382637 -2.7878036090816947
12.388698445190817 0.6729904530235087 2.0696168145678486 -2.9138739465754555
6.430193056620245 5.493183229128643 1.9368041240399174 -2.4377547108208217
5.9719416527530536 8.097004449876884 1.962256587763556 -2.613583856340113
8.435076251544821 1.6281439533223052 2.2540630214337756 -2.5475829498062135
6.172900424819982 8.63258283938074 1.9494631712505754 -2.6523723484587576
18.49067084421151 0.7093312002357552 2.95720430843078 -2.975817882656877
9.645827928466918 2.4124290215237956 2.3064747149128504 -2.4716848336732067
10.450135751168478 1.4189227524162455 2.1496624397559705 -2.7687959659957757
5.684917993309758 9.795717785196459 1.6040512714099557 -2.544332944427695
9.656485604408271 6.626748757292976 2.378966045256903 -2.59243900819558
6.755473185392387 5.5706549144968704 1.6644568203048664 -2.702356059276062
6.728878484452721 8.911724341778932 2.156300779831576 -2.4387205341254585
13.20315449617751 0.6135089752875067 2.1418267294113984 -3.1414000207371253
11.301894881528053 1.887646285954595 2.3579253935903344 -2.712484883800146
5.924731802720963 6.834520741892528 1.6271384481798608 -2.621509062358146
10.908111372124804 1.3236073175780998 2.274957987377599 -2.548214151491774
7.885525010685674 0.8769702862174389 1.8980100594458875 -2.6792313403228465
10.366831919834038 2.069099902092794 2.2681707554592174 -2.507316040884946
9.763428366918522 6.156931022337943 2.278213245120317 -2.6537205134715265
6.468067248164851 2.611472390988462 1.8715471261055756 -2.538251147236349
