α M log_fpbh
2.2521208319780053 6.040010363260496 -2.3871113153418873
1.8151665485139774 4.320995028256842 -2.4020358446503294
1.7476558918473615 7.998033820764954 -2.669838458986397
1.4973472982487572 4.269852647790987 -2.5842877943201636
2.341789249702983 8.574809864645053 -2.617968580602067
1.4836148001372849 5.36627725359747 -2.6647989509429553
2.3813521209619926 6.925181061491085 -2.503763839145128
1.471894126081562 5.627144133609116 -2.615315794376649
2.295880068952826 5.769243922846119 -2.5203008725221263
2.247459294201707 7.054613036427796 -2.466979402244095
1.7470939837226478 7.178114536635614 -2.703538555809093
1.9624357511944481 7.094005686496763 -2.7514151406290326
2.0180391758972624 7.919619467906875 -2.75905276778888
2.352838060839515 6.291492858203529 -2.4658329903883622
2.2793275421468264 6.267183974196364 -2.4294820865912095
2.327618469046244 6.303908189121603 -2.593547089961696
1.56659981235574 5.372874552756099 -2.5306290594577154
1.8799808567361604 6.103301391094285 -2.7699521360085257
1.990421124039862 5.319663055481426 -2.649963952873044
1.5369878027939936 5.110973759817709 -2.6299430313661505
1.911766259817258 6.920859101752589 -2.5214506835301735
2.018012107015824 5.587718467630063 -2.4083539303968595
2.3504393089471787 6.402929633921938 -2.5474336755626674
2.368923721532978 7.483708537080794 -2.511479837925685
1.8835338679826648 6.3994741079380315 -2.7751342640984236
1.8577747451792077 6.062066179616816 -2.4548533425969405
2.220117022977165 5.815392977345813 -2.5626566131596755
1.7673075341550808 6.95620182714122 -2.630372756069476
1.9441543281113844 5.353911406925214 -2.4201701930665505
1.6460516067988076 5.509365294939167 -2.7202130959654403
2.16786114841197 7.89671828291786 -2.727798859812127
1.9953683304762881 7.158502216281109 -2.729208214477092
2.0690363641862177 7.68539746514015 -2.7327884102449893
1.8418812902031527 5.7059656746487555 -2.73448076630012
1.8933957505047447 7.727419529989854 -2.6071723109307086
1.876252177769905 4.979905286511955 -2.441528919578707
2.1225316238640755 5.5491901446755 -2.595555051008298
2.0020033778372635 5.1305112258793075 -2.4426286341181505
1.9032707467316776 5.070699810680733 -2.627131049273764
1.6636331206740085 4.591146307929607 -2.5358573056513407
1.5726998518660984 5.72258886266941 -2.687086745449977
1.6688594129846614 4.990593536837498 -2.659208414886652
1.6957583052418288 4.798721384025013 -2.6290156702744127
2.048559423522705 6.5049365655149245 -2.731029269555232
1.8014322312531619 7.300625889625265 -2.6707388389726505
2.105361923888311 7.143770438022926 -2.700556916111447
2.3075361265119056 6.41408806508398 -2.574108090462582
2.1517542172973028 8.261944460324997 -2.65925731340908
1.9526442803638147 5.160982728793966 -2.611047808497063
1.565558439261644 5.784846866361692 -2.6646084751085644
1.8906512228999857 4.753848768854279 -2.5168580573760986
1.911671486189816 7.525923564280476 -2.7137808237032486
2.298627896818621 6.585409304539725 -2.4809518210698864
1.7907089423623537 4.692325657965707 -2.494120209933482
2.139654730107246 5.921117082892165 -2.442580114811303
2.1804570013104456 8.248534797208851 -2.614885824642533
1.7972810519856115 5.157900428800403 -2.6640823732577936
2.2524752500217957 8.08032365230385 -2.557311842995012
2.2823760905001764 6.8243627681059476 -2.565296154423244
2.05608339405073 5.398715771830682 -2.440608116620919
1.8608418561879885 6.428774699491578 -2.482739051616424
1.8664821383563104 6.0918066008345875 -2.467049436631652
1.5894449600400726 5.64669824140591 -2.5631323529421146
1.6691898695208702 5.557794254704634 -2.507252929713828
2.006847791922073 7.942583168615026 -2.7032768636754065
2.266860347679714 6.774043141333345 -2.564998554362286
2.2164273537724166 8.226934887537828 -2.62733676570129
1.966444327964799 7.473635673620576 -2.7131572743815724
1.952249723665965 7.879199754910328 -2.6138899216162934
1.5690150403871699 5.777283901460843 -2.629139449563954
1.5716628517781297 5.890315331000396 -2.640674374520149
2.227938003309509 7.529550984698769 -2.5196058205116305
1.8856894645574334 7.241671133702953 -2.69940412105667
2.1240671455351174 5.439263190883517 -2.47974012346746
2.1234634481904164 7.6745149963587505 -2.5416965788336165
1.8499500170385823 6.908374198849598 -2.5919510600070703
2.064394977135838 8.006465401231246 -2.6977608281038314
2.015036998311712 5.831595860788857 -2.4394156753397427
1.9053835337619698 6.598013525402035 -2.746966038898246
1.8369238436638309 7.277590760627632 -2.6689757934818683
1.9123273545061523 6.299699177722511 -2.461884774101477
2.3665860256414666 7.887531697691763 -2.6220205802386447
2.1997690134466197 5.981161327231556 -2.5746693294100846
1.6373854294801333 6.218576952677369 -2.5672087028892054
2.2245792222935012 7.8267683305177 -2.5380954393228263
1.875010761752371 4.821450275932771 -2.521549448877101
1.822887343966463 5.919076877350102 -2.731365151823958
2.197714481760597 8.201275397702137 -2.6377115244727385
2.197714481760597 8.201275397702137 -2.6377115244727385
1.7331142698385573 4.905176579774663 -2.6157070901866293
1.728605121688229 5.2350554989825895 -2.4937479235410995
2.0785629906809895 5.524507068097826 -2.438760539491545
1.6108447481968804 5.7743866467253175 -2.5661524777566003
2.1314397685408704 7.2995790020204 -2.690198474523459
2.327799957441953 7.430806704091383 -2.6059854741443766
2.097778319263253 5.856119238982633 -2.445807087705143
2.1551066068496514 7.196457172895853 -2.6680602281823464
1.9165259489307371 7.55319417966638 -2.6082973176585504
2.112583543516535 7.9611851111268805 -2.5649267429778684
1.8029595459161656 6.464805463779653 -2.5104038671236335
1.768913571961477 4.746769523935673 -2.5278906669857593
1.6125242346704995 5.662663572177012 -2.676437010730986
2.2592030871944377 6.642980023474607 -2.6032639676868294
1.8484946669902036 5.0186380992717075 -2.607506945440221
1.6510056653014589 5.630565562175792 -2.5303393035651314
2.1205462267807533 6.05160635300831 -2.453370061917343
2.1528147765218204 8.12453041711412 -2.6551550705378046
2.199486685114013 7.74844676311238 -2.6805322048134257
2.2282909031327867 6.385504473279017 -2.4674842012551568
1.7483889755044402 4.756473467131492 -2.5432191090077048
2.1824308392846463 6.741468373741967 -2.646495532410632
2.04047735825329 6.972566961481067 -2.677335719151743
1.7662512948963753 5.637923567934997 -2.7098963739286974
2.269776276710526 6.472700892823899 -2.5076954794109145
2.327513473545157 7.364968979121965 -2.5703612112641143
1.9017083590577186 7.481069642879336 -2.6151623147096124
1.9480366368230773 5.636076842470949 -2.4410869657689673
2.240584173650623 6.816958433015626 -2.5369019796827823
1.7537611633521606 5.246370730780916 -2.488631757001363
1.765516214060212 5.661723679700984 -2.483391754988462
2.0685635245357554 6.94766098349179 -2.5363765039908968
2.0325442289928546 5.387711573793957 -2.460308154596772
2.273285648289564 6.419217755533131 -2.5623069403117413
2.131359349670292 5.498657008123919 -2.4969650185768915
2.13534909065062 6.027046593852975 -2.4565705115693666
2.1654863716685133 6.898612043911408 -2.5520714248515803
2.0894197080478394 7.4597687624349955 -2.693543462133058
2.108254854523414 7.978240666548987 -2.577866214263749
2.134888774404732 6.27842949282462 -2.4485916589357988
2.177500703446669 8.080585966507169 -2.648751517162599
1.9762130715243218 6.45046453412276 -2.727788609700244
2.1545812280691536 5.636014616691821 -2.5134864266233556
2.0951608319612944 7.9475706691619665 -2.687857494182816
1.8280279103638182 4.935136259977675 -2.4963499907919102
2.1270785812067547 7.533952975162781 -2.5403754500404436
