α M log_fpbh
1.8208065012038737 4.376984752763115 -2.526461751276927
2.1704505539161705 6.110594986832563 -2.519990454856785
2.214464476778825 6.50299007924229 -2.655594560938717
1.6035289071475933 4.830596609320094 -2.6168144538023705
1.542558548565398 6.339477995778823 -2.6678678079484746
1.82493588754435 5.005426989136721 -2.519488423111267
1.7694062784596993 4.837776696903229 -2.5343646480056234
1.8307814890519254 5.057466885245887 -2.6322633795133967
1.5912828878140406 5.952646943670383 -2.59307410575153
2.2844367634861533 6.681766935748925 -2.5644592781741347
1.5584248217686638 5.853111470515202 -2.6881553246678065
2.10824252074551 6.709218919333544 -2.7260797131070564
2.173427395837986 6.216584403764884 -2.6130049835750766
1.7616444898560863 5.354753370000472 -2.6969181665908333
1.7782015669996007 4.8670012544374135 -2.5650926639478717
1.6117750005363123 5.927501992561423 -2.5956280633289275
1.9806275131927378 5.496117665779017 -2.6213490117648455
2.137837777689584 6.053414934253747 -2.569354449142862
1.8804740912007698 6.288989297779857 -2.5159335784060475
1.5870295866516493 5.959905584211063 -2.6260357572413326
1.6887945431485183 5.998442828206481 -2.7425753422016363
1.8005676998599967 5.704915347421636 -2.7201319089417493
1.6216404264591056 6.1955641658209695 -2.6126366280553777
1.7591704010860258 5.155249657449353 -2.6452646914661684
1.6502118031777966 5.970829049998334 -2.5819939060593637
1.688457242183107 6.164205436123805 -2.7454664871773935
1.6854979304204152 5.690327067096635 -2.556184983505345
1.9498637333010425 6.335420346607379 -2.511719720443619
1.8265191195775032 5.092997545628351 -2.592836985066929
1.7725340553807554 6.591179514343981 -2.5660945650250326
1.7256455371441741 5.106208271372831 -2.6343743654859946
1.8027502788782828 5.420066790757652 -2.6760824853550815
1.7288418764837978 5.050907676565364 -2.612280811311404
1.6941481358960147 5.4382138326519645 -2.6847674533920545
2.0717393430206794 5.9176951039412655 -2.571888497209488
2.003732873573348 5.679922491034328 -2.5312603588051825
1.8353905388223142 5.957293835975174 -2.728054092065899
1.9087576830319692 5.752412246374265 -2.5161837537051945
1.7728295525997546 5.328124727845278 -2.663686992171629
1.7739040702873474 5.4364594802740545 -2.5370504301849612
1.6041967541857896 5.95920776148646 -2.679084192960569
1.9321529296680877 6.786364845830102 -2.549134688194961
2.0339073945878985 5.792897832650096 -2.5537167992090373
1.6319514596007956 6.320239685244721 -2.7192843257450057
2.029330038581062 5.82193570203119 -2.5451464200158496
1.7689455054954941 6.049559680794514 -2.5493782619105865
1.9048813448682005 5.953045597711214 -2.5217016880815426
1.9633549345273216 6.201939823020501 -2.713492664578924
1.7112080733017243 5.0871958999117926 -2.5945657138423166
1.753993109239885 6.410857175886518 -2.5655830822100296
1.617964510552687 6.258097099657447 -2.6289498356568357
2.081895982864277 6.4200899223368975 -2.685090305916482
1.9455687647965327 5.49173106043939 -2.607456427669491
1.8735304397676829 5.318266017378157 -2.5445692174195003
1.9516247887861244 6.145414633716962 -2.527169517754972
2.0900264547660874 6.21927656321482 -2.6464705515027394
1.8572769714145658 6.570982033709847 -2.7581139655977496
1.641974963028329 6.414458367487942 -2.6300069960115735
1.8823070831329385 5.314602177723429 -2.594497928300662
1.9006064457845642 5.863348560417807 -2.5268492604914528
1.8532913058588738 5.877798344545141 -2.707239250510515
1.7983548764940904 5.865953015705488 -2.7161783664938404
2.170931576300138 6.5371888865483605 -2.6112773593765226
1.9079784557029327 5.882083417282329 -2.529223184180281
1.694366797654518 5.234847216510421 -2.6203848866225337
1.860346085768708 5.91265547473189 -2.7072143385173586
2.182985873095811 6.750992624345829 -2.6264815441752694
1.7607060385078657 5.846310262040953 -2.71414307558534
1.9588174900219366 5.665945812898963 -2.6331905649438614
1.661525917954585 5.289951035445509 -2.613332118532176
1.9430366553678429 5.5628729601355715 -2.6169904298502566
1.8256812956846322 5.797239680857844 -2.7001944012324577
1.9512061968418024 5.829342517750204 -2.533099181222312
1.7331699864555277 5.800897513268518 -2.5632787156348984
1.8096212578496265 5.261327132320316 -2.566552988115171
1.8768651912753762 5.351590934936547 -2.56567278748824
1.985875345281117 6.232379348012005 -2.527758650353095
1.723103421914815 6.128114059788027 -2.7282621364836905
2.04067745160289 5.939746419053652 -2.5641588035337826
1.958696047106944 6.058114110067104 -2.5292133438489284
1.7268975829880322 5.552008264062453 -2.683133028037088
1.8117865416871815 5.785826862827192 -2.542399049678492
1.6667609605146967 5.423786616051707 -2.6453656443622293
1.8261773145283011 6.19592836367883 -2.733643639214308
1.6797407267065025 6.423708454185789 -2.7250826710750826
1.717102037084916 5.3007718295225965 -2.640069127297442
1.7999889360230958 5.278493541451789 -2.5567986135862304
1.7689161204870154 5.284497712341276 -2.561684235245494
1.985449067499916 5.836332562237443 -2.5463004144836976
1.9247961473441908 5.869162003335571 -2.6739827224715373
1.8243593480383469 6.774712685248728 -2.740489881810701
1.7154012303867363 5.378925767762181 -2.646701674317433
1.7661815861366534 5.547379860680291 -2.6778785156645526
1.9539418240541657 6.613732692575317 -2.7334963305835807
1.62908885789213 5.995698190829942 -2.6511235353884097
1.9312475695519318 5.502230274152301 -2.5547736055431924
2.1663048437762424 6.648555908865717 -2.5467976276294504
1.7064998395618665 6.703174722960355 -2.618146556575717
2.0091724265717064 6.662245474512966 -2.528004153765856
1.7471213386447357 6.1509332006944435 -2.7280451532311067
1.633704853760186 6.297749228522191 -2.680130409045863
1.698281099662932 6.300361070920146 -2.7297951431687206
1.7906026758473417 5.5989714864780105 -2.68241595201659
1.6949515888781774 5.388907634660414 -2.629635267222834
1.8499505935674865 5.427156400192519 -2.626669509373154
1.7784727347940952 5.435359531950674 -2.559249162222633
1.6715693874302056 6.194002158408111 -2.7049951237400456
1.6577015190822924 6.396675496608051 -2.703865085764863
2.0098518227626654 6.393628964378438 -2.5314587677624436
1.7051440084723921 5.825570805713744 -2.695934648882154
2.121290200254377 6.303963708461708 -2.5986848613575413
1.6698224764002125 5.4725374905969915 -2.641992236835116
1.9953212728349472 6.467227777176989 -2.5365623797134287
1.9362708492260283 6.042019513027858 -2.5367879498892103
1.9954814682431978 5.81297527754915 -2.5934801498295816
1.9729392975580078 5.673532357872727 -2.5630422064696794
2.013848938662573 6.784491680470516 -2.546140893785923
1.8886803081196373 6.704566338661116 -2.747807457208133
1.766769546855726 6.234385922343885 -2.7331643058609605
1.9154446867235602 5.57150264070704 -2.617293893335477
1.6514816367446878 6.419580373749068 -2.671605060501856
1.8954538153221157 6.415255536928104 -2.734660383864521
1.8052071043242375 6.332862607274476 -2.741273269562525
1.6568386151525476 5.792424783256209 -2.658974186911766
